# F_set      Vpp_set 
  F0           Vpp0   OVL0 RNG0
  F1           Vpp1   OVL1 RNG1
1.000000e+03 0.100000  9.999970e+02 0.020327 0 2e-01  9.999986e+02 0.101562 0 2e-01
1.086477e+03 0.100000  1.086462e+03 0.020341 0 5e-02  1.086464e+03 0.101573 0 2e-01
1.180433e+03 0.100000  1.180420e+03 0.020346 0 5e-02  1.180421e+03 0.101576 0 2e-01
1.282513e+03 0.100000  1.282515e+03 0.020352 0 5e-02  1.282515e+03 0.101568 0 2e-01
1.393421e+03 0.100000  1.393423e+03 0.020357 0 5e-02  1.393423e+03 0.101551 0 2e-01
1.513920e+03 0.100000  1.513890e+03 0.020362 0 5e-02  1.513891e+03 0.101550 0 2e-01
1.644840e+03 0.100000  1.644796e+03 0.020371 0 5e-02  1.644795e+03 0.101540 0 2e-01
1.787081e+03 0.100000  1.787035e+03 0.020380 0 5e-02  1.787036e+03 0.101535 0 2e-01
1.941623e+03 0.100000  1.941627e+03 0.020396 0 5e-02  1.941626e+03 0.101512 0 2e-01
2.109529e+03 0.100000  2.109498e+03 0.020413 0 5e-02  2.109502e+03 0.101515 0 2e-01
2.291955e+03 0.100000  2.291957e+03 0.020434 0 5e-02  2.291959e+03 0.101511 0 2e-01
2.490156e+03 0.100000  2.490154e+03 0.020453 0 5e-02  2.490151e+03 0.101493 0 2e-01
2.705498e+03 0.100000  2.705499e+03 0.020483 0 5e-02  2.705498e+03 0.101493 0 2e-01
2.939462e+03 0.100000  2.939463e+03 0.020517 0 5e-02  2.939453e+03 0.101475 0 2e-01
3.193658e+03 0.100000  3.193577e+03 0.020559 0 5e-02  3.193570e+03 0.101491 0 2e-01
3.469836e+03 0.100000  3.469840e+03 0.020611 0 5e-02  3.469823e+03 0.101484 0 2e-01
3.769898e+03 0.100000  3.769896e+03 0.020667 0 5e-02  3.769881e+03 0.101465 0 2e-01
4.095908e+03 0.100000  4.095914e+03 0.020740 0 5e-02  4.095899e+03 0.101469 0 2e-01
4.450111e+03 0.100000  4.450039e+03 0.020825 0 5e-02  4.450020e+03 0.101477 0 2e-01
4.834943e+03 0.100000  4.834954e+03 0.020927 0 5e-02  4.834951e+03 0.101474 0 2e-01
5.253056e+03 0.100000  5.252937e+03 0.021048 0 5e-02  5.252976e+03 0.101473 0 2e-01
5.707325e+03 0.100000  5.707262e+03 0.021188 0 5e-02  5.707222e+03 0.101469 0 2e-01
6.200878e+03 0.100000  6.200801e+03 0.021359 0 5e-02  6.200745e+03 0.101477 0 2e-01
6.737112e+03 0.100000  6.736937e+03 0.021557 0 5e-02  6.736978e+03 0.101471 0 2e-01
7.319719e+03 0.100000  7.319715e+03 0.021797 0 5e-02  7.319690e+03 0.101486 0 2e-01
7.952707e+03 0.100000  7.952714e+03 0.022078 0 5e-02  7.952720e+03 0.101512 0 2e-01
8.640435e+03 0.100000  8.640439e+03 0.022400 0 5e-02  8.640451e+03 0.101495 0 2e-01
9.387635e+03 0.100000  9.387584e+03 0.022772 0 5e-02  9.387479e+03 0.101505 0 2e-01
1.019945e+04 0.100000  1.019939e+04 0.023224 0 5e-02  1.019948e+04 0.101521 0 2e-01
1.108147e+04 0.100000  1.108125e+04 0.023743 0 5e-02  1.108140e+04 0.101532 0 2e-01
1.203976e+04 0.100000  1.203945e+04 0.024345 0 5e-02  1.203950e+04 0.101561 0 2e-01
1.308093e+04 0.100000  1.308085e+04 0.025031 0 5e-02  1.308096e+04 0.101556 0 2e-01
1.421213e+04 0.100000  1.421177e+04 0.025830 0 5e-02  1.421184e+04 0.101568 0 2e-01
1.544116e+04 0.100000  1.544091e+04 0.026741 0 5e-02  1.544117e+04 0.101571 0 2e-01
1.677646e+04 0.100000  1.677623e+04 0.027766 0 5e-02  1.677650e+04 0.101543 0 2e-01
1.822724e+04 0.100000  1.822697e+04 0.028942 0 5e-02  1.822678e+04 0.101532 0 2e-01
1.980348e+04 0.100000  1.980309e+04 0.030254 0 5e-02  1.980345e+04 0.101519 0 2e-01
2.151603e+04 0.100000  2.151608e+04 0.031744 0 5e-02  2.151582e+04 0.101531 0 2e-01
2.337668e+04 0.100000  2.337673e+04 0.033416 0 5e-02  2.337624e+04 0.101527 0 2e-01
2.539823e+04 0.100000  2.539775e+04 0.035262 0 5e-02  2.539760e+04 0.101522 0 2e-01
2.759459e+04 0.100000  2.759464e+04 0.037305 0 5e-02  2.759447e+04 0.101530 0 2e-01
2.998090e+04 0.100000  2.998055e+04 0.039543 0 5e-02  2.998099e+04 0.101523 0 2e-01
3.257356e+04 0.100000  3.257295e+04 0.042002 0 5e-02  3.257363e+04 0.101538 0 2e-01
3.539043e+04 0.100000  3.539040e+04 0.044658 0 5e-02  3.538972e+04 0.101551 0 2e-01
3.845089e+04 0.100000  3.845068e+04 0.047526 0 5e-02  3.845101e+04 0.101532 0 2e-01
4.177601e+04 0.100000  4.177516e+04 0.050614 0 5e-02  4.177506e+04 0.101560 0 2e-01
4.538868e+04 0.100000  4.538752e+04 0.053860 0 1e-01  4.538808e+04 0.101558 0 2e-01
4.931377e+04 0.100000  4.931390e+04 0.057351 0 1e-01  4.931335e+04 0.101577 0 2e-01
5.357828e+04 0.100000  5.357839e+04 0.061020 0 1e-01  5.357730e+04 0.101614 0 2e-01
5.821158e+04 0.100000  5.821027e+04 0.064887 0 1e-01  5.821129e+04 0.101618 0 2e-01
6.324555e+04 0.100000  6.324427e+04 0.068808 0 1e-01  6.324537e+04 0.101620 0 2e-01
6.871485e+04 0.100000  6.871355e+04 0.072911 0 1e-01  6.871313e+04 0.101666 0 2e-01
7.465711e+04 0.100000  7.465533e+04 0.077065 0 1e-01  7.465608e+04 0.101665 0 2e-01
8.111325e+04 0.100000  8.111310e+04 0.081214 0 1e-01  8.111360e+04 0.101685 0 2e-01
8.812769e+04 0.100000  8.812630e+04 0.085321 0 1e-01  8.812639e+04 0.101716 0 2e-01
9.574872e+04 0.100000  9.574908e+04 0.088742 0 1e-01  9.574822e+04 0.101815 0 2e-01
1.040288e+05 0.100000  1.040263e+05 0.092094 0 1e-01  1.040269e+05 0.101859 0 2e-01
1.130249e+05 0.100000  1.130238e+05 0.095323 0 1e-01  1.130225e+05 0.101815 0 2e-01
1.227990e+05 0.100000  1.227995e+05 0.098482 0 1e-01  1.227988e+05 0.101788 0 2e-01
1.334183e+05 0.100000  1.334163e+05 0.101520 0 1e-01  1.334152e+05 0.101695 0 2e-01
1.449559e+05 0.100000  1.449515e+05 0.104342 0 2e-01  1.449561e+05 0.101549 0 2e-01
1.574913e+05 0.100000  1.574913e+05 0.107302 0 2e-01  1.574919e+05 0.101471 0 2e-01
1.711107e+05 0.100000  1.711111e+05 0.110175 0 2e-01  1.711107e+05 0.101389 0 2e-01
1.859079e+05 0.100000  1.859038e+05 0.113275 0 2e-01  1.859038e+05 0.101394 0 2e-01
2.019847e+05 0.100000  2.019830e+05 0.116195 0 2e-01  2.019827e+05 0.101345 0 2e-01
2.194517e+05 0.100000  2.194483e+05 0.119665 0 2e-01  2.194488e+05 0.101371 0 2e-01
2.384293e+05 0.100000  2.384279e+05 0.123116 0 2e-01  2.384271e+05 0.101380 0 2e-01
2.590480e+05 0.100000  2.590485e+05 0.126977 0 2e-01  2.590485e+05 0.101387 0 2e-01
2.814497e+05 0.100000  2.814429e+05 0.131199 0 2e-01  2.814435e+05 0.101375 0 2e-01
3.057887e+05 0.100000  3.057863e+05 0.135983 0 2e-01  3.057866e+05 0.101371 0 2e-01
3.322324e+05 0.100000  3.322273e+05 0.141234 0 2e-01  3.322299e+05 0.101351 0 2e-01
3.609629e+05 0.100000  3.609631e+05 0.147162 0 2e-01  3.609555e+05 0.101291 0 2e-01
3.921780e+05 0.100000  3.921743e+05 0.154212 0 2e-01  3.921734e+05 0.101283 0 2e-01
4.260924e+05 0.100000  4.260826e+05 0.162134 0 2e-01  4.260891e+05 0.101253 0 2e-01
