# F_set      Vpp_set 
  F0           Vpp0   OVL0 RNG0
1.019945e+04 0.100000  1.019948e+04 0.101328 0 2e-01  1.019948e+04 0.101523 0 2e-01
1.108147e+04 0.100000  1.108135e+04 0.101325 0 2e-01  1.108135e+04 0.101524 0 2e-01
1.203976e+04 0.100000  1.203948e+04 0.101347 0 2e-01  1.203948e+04 0.101539 0 2e-01
1.308093e+04 0.100000  1.308075e+04 0.101369 0 2e-01  1.308076e+04 0.101553 0 2e-01
1.421213e+04 0.100000  1.421218e+04 0.101380 0 2e-01  1.421218e+04 0.101562 0 2e-01
1.544116e+04 0.100000  1.544106e+04 0.101381 0 2e-01  1.544105e+04 0.101561 0 2e-01
1.677646e+04 0.100000  1.677605e+04 0.101386 0 2e-01  1.677604e+04 0.101563 0 2e-01
1.822724e+04 0.100000  1.822731e+04 0.101383 0 2e-01  1.822731e+04 0.101551 0 2e-01
1.980348e+04 0.100000  1.980298e+04 0.101368 0 2e-01  1.980298e+04 0.101522 0 2e-01
2.151603e+04 0.100000  2.151584e+04 0.101404 0 2e-01  2.151583e+04 0.101544 0 2e-01
2.337668e+04 0.100000  2.337606e+04 0.101392 0 2e-01  2.337608e+04 0.101520 0 2e-01
2.539823e+04 0.100000  2.539797e+04 0.101421 0 2e-01  2.539796e+04 0.101523 0 2e-01
2.759459e+04 0.100000  2.759412e+04 0.101431 0 2e-01  2.759413e+04 0.101514 0 2e-01
2.998090e+04 0.100000  2.998053e+04 0.101473 0 2e-01  2.998055e+04 0.101519 0 2e-01
3.257356e+04 0.100000  3.257366e+04 0.101526 0 2e-01  3.257367e+04 0.101536 0 2e-01
3.539043e+04 0.100000  3.538956e+04 0.101551 0 2e-01  3.538955e+04 0.101535 0 2e-01
3.845089e+04 0.100000  3.844989e+04 0.101604 0 2e-01  3.844989e+04 0.101534 0 2e-01
4.177601e+04 0.100000  4.177589e+04 0.101669 0 2e-01  4.177582e+04 0.101542 0 2e-01
4.538868e+04 0.100000  4.538783e+04 0.101718 0 2e-01  4.538784e+04 0.101545 0 2e-01
4.931377e+04 0.100000  4.931314e+04 0.101831 0 2e-01  4.931320e+04 0.101598 0 2e-01
5.357828e+04 0.100000  5.357699e+04 0.101919 0 2e-01  5.357697e+04 0.101589 0 2e-01
5.821158e+04 0.100000  5.821162e+04 0.102027 0 2e-01  5.821158e+04 0.101593 0 2e-01
6.324555e+04 0.100000  6.324408e+04 0.102162 0 2e-01  6.324403e+04 0.101605 0 2e-01
6.871485e+04 0.100000  6.871466e+04 0.102338 0 2e-01  6.871478e+04 0.101642 0 2e-01
7.465711e+04 0.100000  7.465533e+04 0.102538 0 2e-01  7.465538e+04 0.101655 0 2e-01
8.111325e+04 0.100000  8.111123e+04 0.102718 0 2e-01  8.111122e+04 0.101636 0 2e-01
8.812769e+04 0.100000  8.812590e+04 0.102951 0 2e-01  8.812598e+04 0.101656 0 2e-01
9.574872e+04 0.100000  9.574867e+04 0.103340 0 2e-01  9.574859e+04 0.101734 0 2e-01
1.040288e+05 0.100000  1.040275e+05 0.103667 0 2e-01  1.040279e+05 0.101732 0 2e-01
1.130249e+05 0.100000  1.130222e+05 0.104079 0 2e-01  1.130221e+05 0.101733 0 2e-01
1.227990e+05 0.100000  1.227974e+05 0.104554 0 2e-01  1.227977e+05 0.101664 0 2e-01
1.334183e+05 0.100000  1.334148e+05 0.105087 0 2e-01  1.334152e+05 0.101564 0 2e-01
1.449559e+05 0.100000  1.449559e+05 0.105741 0 2e-01  1.449561e+05 0.101499 0 2e-01
1.574913e+05 0.100000  1.574874e+05 0.106501 0 2e-01  1.574876e+05 0.101464 0 2e-01
1.711107e+05 0.100000  1.711115e+05 0.107476 0 2e-01  1.711113e+05 0.101424 0 2e-01
1.859079e+05 0.100000  1.859058e+05 0.108616 0 2e-01  1.859050e+05 0.101431 0 2e-01
2.019847e+05 0.100000  2.019857e+05 0.109954 0 2e-01  2.019846e+05 0.101402 0 2e-01
2.194517e+05 0.100000  2.194513e+05 0.111546 0 2e-01  2.194522e+05 0.101365 0 2e-01
2.384293e+05 0.100000  2.384270e+05 0.113473 0 2e-01  2.384284e+05 0.101408 0 2e-01
2.590480e+05 0.100000  2.590483e+05 0.115696 0 2e-01  2.590489e+05 0.101457 0 2e-01
2.814497e+05 0.100000  2.814442e+05 0.118356 0 2e-01  2.814464e+05 0.101432 0 2e-01
3.057887e+05 0.100000  3.057861e+05 0.121469 0 2e-01  3.057830e+05 0.101409 0 2e-01
3.322324e+05 0.100000  3.322242e+05 0.125065 0 2e-01  3.322263e+05 0.101288 0 2e-01
3.609629e+05 0.100000  3.609630e+05 0.129434 0 2e-01  3.609640e+05 0.101313 0 2e-01
3.921780e+05 0.100000  3.921721e+05 0.134475 0 2e-01  3.921770e+05 0.101295 0 2e-01
4.260924e+05 0.100000  4.260916e+05 0.140342 0 2e-01  4.260851e+05 0.101288 0 2e-01
4.629397e+05 0.100000  4.629358e+05 0.147164 0 2e-01  4.629416e+05 0.101222 0 2e-01
5.029734e+05 0.100000  5.029752e+05 0.154997 0 2e-01  5.029736e+05 0.101153 0 2e-01
5.464691e+05 0.100000  5.464549e+05 0.163893 0 2e-01  5.464661e+05 0.101047 0 2e-01
5.937262e+05 0.100000  5.937158e+05 0.173662 0 2e-01  5.937129e+05 0.100956 0 2e-01
6.450699e+05 0.100000  6.450640e+05 0.184195 0 2e-01  6.450534e+05 0.100953 0 2e-01
7.008537e+05 0.100000  7.008562e+05 0.194243 0 2e-01  7.008370e+05 0.100779 0 2e-01
7.614616e+05 0.100000  7.614546e+05 0.203920 0 2e-01  7.614551e+05 0.100689 0 2e-01
8.273106e+05 0.100000  8.272874e+05 0.210820 0 5e-01  8.273136e+05 0.100498 0 2e-01
8.988541e+05 0.100000  8.988404e+05 0.213932 0 5e-01  8.988535e+05 0.100316 0 2e-01
9.765844e+05 0.100000  9.765846e+05 0.212284 0 5e-01  9.765792e+05 0.100153 0 2e-01
1.061037e+06 0.100000  1.061023e+06 0.207300 0 5e-01  1.061042e+06 0.099940 0 2e-01
1.152792e+06 0.100000  1.152760e+06 0.199522 0 5e-01  1.152767e+06 0.099616 0 1e-01
1.252482e+06 0.100000  1.252487e+06 0.189105 0 2e-01  1.252484e+06 0.099317 0 1e-01
1.360793e+06 0.100000  1.360797e+06 0.176167 0 2e-01  1.360802e+06 0.098982 0 1e-01
1.478471e+06 0.100000  1.478431e+06 0.156953 0 2e-01  1.478458e+06 0.098706 0 1e-01
1.606325e+06 0.100000  1.606339e+06 0.129206 0 2e-01  1.606292e+06 0.098396 0 1e-01
1.745235e+06 0.100000  1.745191e+06 0.101836 0 2e-01  1.745243e+06 0.097787 0 1e-01
1.896158e+06 0.100000  1.896171e+06 0.078373 0 2e-01  1.896129e+06 0.097343 0 1e-01
2.060133e+06 0.100000  2.060143e+06 0.060359 0 1e-01  2.060145e+06 0.096643 0 1e-01
2.238287e+06 0.100000  2.238303e+06 0.046785 0 1e-01  2.238304e+06 0.095652 0 1e-01
2.431848e+06 0.100000  2.431881e+06 0.036130 0 5e-02  2.431871e+06 0.094386 0 1e-01
2.642147e+06 0.100000  2.642117e+06 0.027791 0 5e-02  2.642110e+06 0.092517 0 1e-01
2.870632e+06 0.100000  2.870644e+06 0.021271 0 5e-02  2.870564e+06 0.090370 0 1e-01
3.118877e+06 0.100000  3.118847e+06 0.016024 0 5e-02  3.118900e+06 0.088204 0 1e-01
3.388588e+06 0.100000  3.388617e+06 0.010901 0 2e-02  3.388475e+06 0.085270 0 1e-01
3.681624e+06 0.100000  3.681590e+06 0.007780 0 2e-02  3.681730e+06 0.081858 0 1e-01
4.000000e+06 0.100000  3.999739e+06 0.004529 0 1e-02  3.999886e+06 0.079174 0 1e-01
