# F_set      Vpp_set 
  F0           Vpp0   OVL0 RNG0
  F1           Vpp1   OVL1 RNG1
1.000000e+03 0.001000  1.004371e+03 0.000001 0 1e-02  9.999596e+02 0.000825 0 1e-02
1.000000e+03 0.001216  1.005099e+03 0.000002 0 1e-02  9.999672e+02 0.000831 0 1e-02
1.000000e+03 0.001480  1.025124e+03 0.000001 0 1e-02  9.999685e+02 0.000835 0 1e-02
1.000000e+03 0.001800  9.569247e+02 0.000001 0 1e-02  9.999833e+02 0.000833 0 1e-02
1.000000e+03 0.002190  1.004882e+03 0.000001 0 1e-02  9.999850e+02 0.001904 0 1e-02
1.000000e+03 0.002664  9.910991e+02 0.000002 0 1e-02  1.000018e+03 0.001905 0 1e-02
1.000000e+03 0.003241  1.004149e+03 0.000003 0 1e-02  9.999801e+02 0.002919 0 1e-02
1.000000e+03 0.003942  1.004189e+03 0.000004 0 1e-02  1.000007e+03 0.002911 0 1e-02
1.000000e+03 0.004796  9.997489e+02 0.000007 0 1e-02  1.000002e+03 0.003922 0 1e-02
1.000000e+03 0.005834  1.000665e+03 0.000008 0 1e-02  9.999777e+02 0.004927 0 1e-02
1.000000e+03 0.007097  9.994185e+02 0.000013 0 2e-02  9.999771e+02 0.006956 0 2e-02
1.000000e+03 0.008633  1.000307e+03 0.000014 0 1e-02  9.999786e+02 0.007963 0 1e-02
1.000000e+03 0.010502  9.996560e+02 0.000017 0 2e-02  9.999954e+02 0.010000 0 2e-02
1.000000e+03 0.012775  9.992655e+02 0.000020 0 2e-02  1.000006e+03 0.012053 0 2e-02
1.000000e+03 0.015541  1.000359e+03 0.000024 0 1e-02  1.000007e+03 0.014489 0 2e-02
1.000000e+03 0.018905  1.000164e+03 0.000032 0 1e-02  1.000001e+03 0.017722 0 2e-02
1.000000e+03 0.022998  9.998906e+02 0.000038 0 1e-02  9.999885e+02 0.021803 0 2e-02
1.000000e+03 0.027976  1.000055e+03 0.000051 0 1e-02  1.000004e+03 0.026862 0 5e-02
1.000000e+03 0.034033  9.999290e+02 0.000064 0 1e-02  9.999753e+02 0.034033 0 5e-02
1.000000e+03 0.041400  1.000087e+03 0.000078 0 1e-02  9.999804e+02 0.041123 0 5e-02
1.000000e+03 0.050363  9.999446e+02 0.000095 0 1e-02  9.999936e+02 0.050344 0 5e-02
1.000000e+03 0.061265  1.000041e+03 0.000119 0 1e-02  9.999998e+02 0.061533 0 1e-01
1.000000e+03 0.074528  9.999960e+02 0.000146 0 1e-02  9.999768e+02 0.074872 0 1e-01
1.000000e+03 0.090662  9.999630e+02 0.000180 0 1e-02  9.999750e+02 0.091302 0 1e-01
1.000000e+03 0.110289  9.999789e+02 0.000220 0 1e-02  9.999806e+02 0.111956 0 1e-01
1.000000e+03 0.134164  9.999811e+02 0.000270 0 1e-02  9.999753e+02 0.136934 0 2e-01
1.000000e+03 0.163208  9.999922e+02 0.000314 0 1e-02  1.000002e+03 0.158611 0 2e-01
1.000000e+03 0.198540  9.999723e+02 0.000385 0 1e-02  9.999922e+02 0.194787 0 2e-01
1.000000e+03 0.241520  9.999778e+02 0.000471 0 1e-02  9.999746e+02 0.238684 0 2e-01
1.000000e+03 0.293804  9.999967e+02 0.000580 0 1e-02  9.999924e+02 0.291582 0 5e-01
1.000000e+03 0.357407  1.000004e+03 0.000711 0 1e-02  1.000003e+03 0.356640 0 5e-01
1.000000e+03 0.434779  9.999758e+02 0.000863 0 1e-02  9.999816e+02 0.434818 0 5e-01
1.000000e+03 0.528901  9.999757e+02 0.001057 0 1e-02  9.999756e+02 0.530916 0 5e-01
1.000000e+03 0.643398  9.999889e+02 0.001293 0 1e-02  9.999913e+02 0.647528 0 1e+00
1.000000e+03 0.782682  9.999818e+02 0.001575 0 1e-02  9.999877e+02 0.789784 0 1e+00
1.000000e+03 0.952118  9.999758e+02 0.001926 0 1e-02  9.999749e+02 0.964644 0 1e+00
1.000000e+03 1.158234  9.999860e+02 0.002350 0 1e-02  9.999885e+02 1.177002 0 1e+00
1.000000e+03 1.408970  1.000005e+03 0.002870 0 1e-02  1.000003e+03 1.439028 0 2e+00
1.000000e+03 1.713985  9.999970e+02 0.003328 0 1e-02  9.999926e+02 1.669908 0 2e+00
1.000000e+03 2.085031  9.999786e+02 0.004071 0 1e-02  9.999769e+02 2.042800 0 2e+00
1.000000e+03 2.536402  9.999811e+02 0.004996 0 1e-02  9.999832e+02 2.503620 0 5e+00
1.000000e+03 3.085485  9.999760e+02 0.006093 0 1e-02  9.999776e+02 3.053900 0 5e+00
1.000000e+03 3.753435  9.999966e+02 0.007452 0 1e-02  9.999928e+02 3.734480 0 5e+00
1.000000e+03 4.565984  1.000004e+03 0.009095 0 2e-02  1.000004e+03 4.552900 0 1e+01
1.000000e+03 5.554434  9.999754e+02 0.011107 0 2e-02  9.999783e+02 5.558680 0 1e+01
1.000000e+03 6.756865  9.999901e+02 0.013543 0 2e-02  9.999876e+02 6.776900 0 1e+01
1.000000e+03 8.219600  1.000001e+03 0.016521 0 2e-02  1.000003e+03 8.266480 0 1e+01
1.000000e+03 9.998990  1.000002e+03 0.020151 0 2e-02  9.999995e+02 10.082140 0 1e+01
1.000000e+03 12.163585  9.999754e+02 0.024619 0 5e-02  9.999746e+02 12.310980 0 2e+01
1.000000e+03 14.796774  9.999718e+02 0.023060 0 5e-01  9.999750e+02 15.051540 0 2e+01
1.000000e+03 18.000000  9.999883e+02 0.275898 0 2e+00  9.999971e+02 18.322420 0 2e+01
