# F_set      Vpp_set 
  F0           Vpp0   OVL0 RNG0
  F1           Vpp1   OVL1 RNG1
1.000000e+03 0.001000  1.000012e+03 0.000009 0 1e-02  9.999911e+02 0.000840 0 1e-02
1.000000e+03 0.001216  9.994199e+02 0.000008 0 1e-02  9.999636e+02 0.000842 0 1e-02
1.000000e+03 0.001480  9.949589e+02 0.000004 0 1e-02  1.000002e+03 0.000833 0 1e-02
1.000000e+03 0.001800  1.000722e+03 0.000008 0 1e-02  9.999645e+02 0.000843 0 1e-02
1.000000e+03 0.002190  1.000041e+03 0.000016 0 1e-02  9.999882e+02 0.001913 0 1e-02
1.000000e+03 0.002664  1.000127e+03 0.000019 0 1e-02  9.999882e+02 0.001914 0 1e-02
1.000000e+03 0.003241  9.999783e+02 0.000029 0 1e-02  1.000007e+03 0.002913 0 1e-02
1.000000e+03 0.003942  1.000325e+03 0.000028 0 1e-02  9.999948e+02 0.002919 0 1e-02
1.000000e+03 0.004796  1.000016e+03 0.000039 0 1e-02  9.999951e+02 0.003919 0 1e-02
1.000000e+03 0.005834  9.999035e+02 0.000045 0 1e-02  1.000008e+03 0.004927 0 1e-02
1.000000e+03 0.007097  1.000130e+03 0.000062 0 1e-02  1.000006e+03 0.006947 0 1e-02
1.000000e+03 0.008633  9.999483e+02 0.000072 0 1e-02  1.000005e+03 0.007962 0 1e-02
1.000000e+03 0.010502  1.000096e+03 0.000095 0 2e-02  9.999884e+02 0.010004 0 2e-02
1.000000e+03 0.012775  1.000029e+03 0.000113 0 1e-02  9.999763e+02 0.012051 0 2e-02
1.000000e+03 0.015541  1.000036e+03 0.000136 0 1e-02  1.000007e+03 0.014538 0 2e-02
1.000000e+03 0.018905  9.999818e+02 0.000168 0 1e-02  9.999812e+02 0.017723 0 2e-02
1.000000e+03 0.022998  1.000005e+03 0.000209 0 1e-02  1.000003e+03 0.021795 0 2e-02
1.000000e+03 0.027976  9.999818e+02 0.000263 0 1e-02  9.999964e+02 0.026850 0 5e-02
1.000000e+03 0.034033  9.999613e+02 0.000335 0 1e-02  9.999804e+02 0.034020 0 5e-02
1.000000e+03 0.041400  9.999828e+02 0.000405 0 1e-02  9.999808e+02 0.041115 0 5e-02
1.000000e+03 0.050363  9.999970e+02 0.000497 0 1e-02  1.000003e+03 0.050333 0 5e-02
1.000000e+03 0.061265  9.999652e+02 0.000613 0 1e-02  9.999751e+02 0.061522 0 1e-01
1.000000e+03 0.074528  9.999885e+02 0.000747 0 1e-02  9.999898e+02 0.074853 0 1e-01
1.000000e+03 0.090662  9.999956e+02 0.000911 0 1e-02  9.999946e+02 0.091284 0 1e-01
1.000000e+03 0.110289  9.999761e+02 0.001120 0 1e-02  9.999795e+02 0.111945 0 1e-01
1.000000e+03 0.134164  9.999808e+02 0.001374 0 1e-02  9.999800e+02 0.136949 0 2e-01
1.000000e+03 0.163208  1.000002e+03 0.001592 0 1e-02  1.000002e+03 0.158865 0 2e-01
1.000000e+03 0.198540  9.999977e+02 0.001953 0 1e-02  9.999993e+02 0.194706 0 2e-01
1.000000e+03 0.241520  9.999976e+02 0.002393 0 1e-02  1.000001e+03 0.238610 0 2e-01
1.000000e+03 0.293804  9.999759e+02 0.002929 0 1e-02  9.999761e+02 0.291508 0 5e-01
1.000000e+03 0.357407  9.999793e+02 0.003584 0 1e-02  9.999787e+02 0.356590 0 5e-01
1.000000e+03 0.434779  9.999937e+02 0.004372 0 1e-02  9.999936e+02 0.434738 0 5e-01
1.000000e+03 0.528901  9.999830e+02 0.005340 0 1e-02  9.999852e+02 0.530866 0 5e-01
1.000000e+03 0.643398  9.999946e+02 0.006517 0 1e-02  9.999958e+02 0.647494 0 1e+00
1.000000e+03 0.782682  9.999779e+02 0.007952 0 1e-02  9.999781e+02 0.789890 0 1e+00
1.000000e+03 0.952118  1.000001e+03 0.009715 0 2e-02  1.000000e+03 0.965258 0 2e+00
1.000000e+03 1.158234  9.999992e+02 0.011852 0 2e-02  9.999984e+02 1.177866 0 2e+00
1.000000e+03 1.408970  9.999900e+02 0.014486 0 2e-02  9.999906e+02 1.439272 0 2e+00
1.000000e+03 1.713985  1.000004e+03 0.016816 0 2e-02  1.000004e+03 1.670874 0 2e+00
1.000000e+03 2.085031  1.000004e+03 0.020552 0 2e-02  1.000004e+03 2.042120 0 2e+00
1.000000e+03 2.536402  9.999849e+02 0.025207 0 5e-02  9.999844e+02 2.503400 0 5e+00
1.000000e+03 3.085485  9.999825e+02 0.030755 0 5e-02  9.999830e+02 3.054140 0 5e+00
1.000000e+03 3.753435  1.000004e+03 0.037612 0 5e-02  1.000004e+03 3.734800 0 5e+00
1.000000e+03 4.565984  9.999752e+02 0.045863 0 5e-02  9.999753e+02 4.553700 0 5e+00
1.000000e+03 5.554434  9.999930e+02 0.055995 0 5e-02  9.999933e+02 5.559780 0 5e+00
1.000000e+03 6.756865  9.999930e+02 0.068271 0 1e-01  9.999931e+02 6.778680 0 1e+01
1.000000e+03 8.219600  9.999782e+02 0.083286 0 1e-01  9.999785e+02 8.269360 0 1e+01
1.000000e+03 9.998990  9.999850e+02 0.101590 0 1e-01  9.999847e+02 10.087060 0 1e+01
1.000000e+03 12.163585  9.999843e+02 0.124079 0 2e-01  9.999841e+02 12.317400 0 2e+01
1.000000e+03 14.796774  1.000007e+03 0.090662 0 2e-01  9.999995e+02 15.058640 0 2e+01
1.000000e+03 18.000000  1.000026e+03 0.028851 0 5e-01  1.000005e+03 18.337080 0 2e+01
