# F_set      Vpp_set 
  F0           Vpp0   OVL0 RNG0
  F1           Vpp1   OVL1 RNG1
1.000000e+03 0.001000  9.996784e+02 0.000014 0 1e-02  9.999831e+02 0.000814 0 1e-02
1.000000e+03 0.001216  9.998919e+02 0.000015 0 2e-02  1.000003e+03 0.000827 0 2e-02
1.000000e+03 0.001480  9.992937e+02 0.000017 0 1e-02  9.999620e+02 0.000834 0 1e-02
1.000000e+03 0.001800  1.001093e+03 0.000014 0 1e-02  9.999683e+02 0.000834 0 1e-02
1.000000e+03 0.002190  9.999562e+02 0.000036 0 2e-02  1.000004e+03 0.001906 0 2e-02
1.000000e+03 0.002664  1.000096e+03 0.000036 0 1e-02  9.999936e+02 0.001906 0 1e-02
1.000000e+03 0.003241  1.000018e+03 0.000058 0 1e-02  9.999822e+02 0.002909 0 1e-02
1.000000e+03 0.003942  9.999188e+02 0.000057 0 2e-02  9.999745e+02 0.002920 0 2e-02
1.000000e+03 0.004796  9.999557e+02 0.000076 0 1e-02  9.999902e+02 0.003920 0 1e-02
1.000000e+03 0.005834  9.999714e+02 0.000097 0 1e-02  9.999719e+02 0.004934 0 1e-02
1.000000e+03 0.007097  1.000042e+03 0.000137 0 2e-02  9.999888e+02 0.006958 0 2e-02
1.000000e+03 0.008633  9.999650e+02 0.000152 0 2e-02  9.999813e+02 0.007967 0 2e-02
1.000000e+03 0.010502  9.999811e+02 0.000191 0 2e-02  1.000004e+03 0.010002 0 2e-02
1.000000e+03 0.012775  9.999968e+02 0.000233 0 1e-02  1.000004e+03 0.012054 0 2e-02
1.000000e+03 0.015541  9.999955e+02 0.000279 0 1e-02  9.999996e+02 0.014484 0 2e-02
1.000000e+03 0.018905  1.000008e+03 0.000348 0 2e-02  1.000004e+03 0.017726 0 5e-02
1.000000e+03 0.022998  9.999597e+02 0.000424 0 1e-02  9.999767e+02 0.021801 0 2e-02
1.000000e+03 0.027976  1.000000e+03 0.000530 0 1e-02  9.999958e+02 0.026861 0 5e-02
1.000000e+03 0.034033  9.999799e+02 0.000674 0 1e-02  9.999805e+02 0.034035 0 5e-02
1.000000e+03 0.041400  1.000003e+03 0.000816 0 1e-02  9.999925e+02 0.041131 0 5e-02
1.000000e+03 0.050363  1.000002e+03 0.000998 0 1e-02  1.000003e+03 0.050347 0 5e-02
1.000000e+03 0.061265  9.999838e+02 0.001224 0 1e-02  9.999875e+02 0.061534 0 1e-01
1.000000e+03 0.074528  9.999749e+02 0.001490 0 1e-02  9.999759e+02 0.074877 0 1e-01
1.000000e+03 0.090662  9.999781e+02 0.001822 0 1e-02  9.999828e+02 0.091304 0 1e-01
1.000000e+03 0.110289  1.000001e+03 0.002231 0 1e-02  9.999998e+02 0.111957 0 1e-01
1.000000e+03 0.134164  9.999760e+02 0.002734 0 1e-02  9.999746e+02 0.136937 0 2e-01
1.000000e+03 0.163208  9.999784e+02 0.003168 0 2e-02  9.999771e+02 0.158420 0 5e-01
1.000000e+03 0.198540  9.999985e+02 0.003896 0 2e-02  1.000000e+03 0.194791 0 5e-01
1.000000e+03 0.241520  9.999747e+02 0.004773 0 2e-02  9.999767e+02 0.238730 0 5e-01
1.000000e+03 0.293804  1.000000e+03 0.005832 0 2e-02  1.000004e+03 0.291620 0 1e+00
1.000000e+03 0.357407  9.999922e+02 0.007135 0 2e-02  9.999943e+02 0.356726 0 1e+00
1.000000e+03 0.434779  9.999964e+02 0.008699 0 2e-02  9.999983e+02 0.434848 0 1e+00
1.000000e+03 0.528901  1.000004e+03 0.010620 0 2e-02  1.000004e+03 0.530940 0 1e+00
1.000000e+03 0.643398  1.000001e+03 0.012955 0 2e-02  1.000000e+03 0.647542 0 1e+00
1.000000e+03 0.782682  9.999890e+02 0.015800 0 2e-02  9.999870e+02 0.789804 0 1e+00
1.000000e+03 0.952118  9.999908e+02 0.019300 0 2e-02  9.999927e+02 0.964590 0 1e+00
1.000000e+03 1.158234  9.999875e+02 0.023554 0 5e-02  9.999856e+02 1.177740 0 2e+00
1.000000e+03 1.408970  9.999780e+02 0.028781 0 5e-02  9.999765e+02 1.438982 0 2e+00
1.000000e+03 1.713985  9.999839e+02 0.033395 0 5e-02  9.999818e+02 1.669738 0 2e+00
1.000000e+03 2.085031  9.999981e+02 0.040854 0 5e-02  9.999962e+02 2.042600 0 2e+00
1.000000e+03 2.536402  1.000004e+03 0.050094 0 5e-02  1.000004e+03 2.503520 0 5e+00
1.000000e+03 3.085485  9.999959e+02 0.061090 0 1e-01  9.999940e+02 3.053840 0 5e+00
1.000000e+03 3.753435  9.999970e+02 0.074697 0 1e-01  9.999950e+02 3.734060 0 5e+00
1.000000e+03 4.565984  9.999928e+02 0.091076 0 1e-01  9.999907e+02 4.552680 0 5e+00
1.000000e+03 5.554434  9.999753e+02 0.111189 0 1e-01  9.999762e+02 5.558020 0 5e+00
1.000000e+03 6.756865  1.000004e+03 0.135555 0 2e-01  1.000004e+03 6.776520 0 1e+01
1.000000e+03 8.219600  9.999821e+02 0.165364 0 2e-01  9.999803e+02 8.266400 0 1e+01
1.000000e+03 9.998990  9.999839e+02 0.201714 0 2e-01  9.999820e+02 10.082680 0 1e+01
1.000000e+03 12.163585  9.999986e+02 0.246402 0 5e-01  9.999969e+02 12.311480 0 2e+01
1.000000e+03 14.796774  9.999876e+02 0.193465 0 2e+00  9.999903e+02 15.051160 0 2e+01
1.000000e+03 18.000000  9.999914e+02 2.535240 0 1e+01  1.000003e+03 18.320720 0 2e+01
