# F_set      Vpp_set 
  F0           Vpp0   OVL0 RNG0
  F1           Vpp1   OVL1 RNG1
1.000000e+03 0.001000  9.999768e+02 0.083267 0 1e-01  9.999661e+02 0.000826 0 1e-01
1.000000e+03 0.001216  1.000014e+03 0.082570 0 1e-01  1.000018e+03 0.000818 0 1e-02
1.000000e+03 0.001480  9.999871e+02 0.082945 0 1e-01  9.999886e+02 0.000822 0 1e-02
1.000000e+03 0.001800  1.000033e+03 0.082653 0 1e-01  1.000031e+03 0.000819 0 1e-02
1.000000e+03 0.002190  9.999755e+02 0.190847 0 2e-01  9.999749e+02 0.001903 0 2e-02
1.000000e+03 0.002664  1.000001e+03 0.190519 0 2e-01  1.000001e+03 0.001898 0 1e-02
1.000000e+03 0.003241  9.999814e+02 0.290984 0 2e-01  9.999812e+02 0.002901 0 1e-02
1.000000e+03 0.003942  9.999843e+02 0.291906 0 5e-01  9.999851e+02 0.002916 0 1e-02
1.000000e+03 0.004796  9.999754e+02 0.391732 0 5e-01  9.999750e+02 0.003914 0 1e-02
1.000000e+03 0.005834  1.000001e+03 0.492982 0 5e-01  1.000001e+03 0.004926 0 1e-02
1.000000e+03 0.007097  9.999933e+02 0.694378 0 5e-01  9.999930e+02 0.006940 0 1e-02
1.000000e+03 0.008633  9.999740e+02 0.796260 0 1e+00  9.999743e+02 0.007964 0 1e-02
1.000000e+03 0.010502  1.000001e+03 0.998768 0 1e+00  1.000001e+03 0.009989 0 1e-02
1.000000e+03 0.012775  9.999784e+02 1.203732 0 2e+00  9.999777e+02 0.012041 0 2e-02
1.000000e+03 0.015541  9.999884e+02 1.449472 0 2e+00  9.999882e+02 0.014495 0 2e-02
1.000000e+03 0.018905  1.000002e+03 1.771220 0 2e+00  1.000002e+03 0.017713 0 2e-02
1.000000e+03 0.022998  1.000003e+03 2.178700 0 2e+00  1.000003e+03 0.021788 0 2e-02
1.000000e+03 0.027976  1.000004e+03 2.683500 0 5e+00  1.000004e+03 0.026850 0 5e-02
1.000000e+03 0.034033  1.000003e+03 3.400460 0 5e+00  1.000003e+03 0.034023 0 5e-02
1.000000e+03 0.041400  9.999821e+02 4.109260 0 5e+00  9.999814e+02 0.041117 0 5e-02
1.000000e+03 0.050363  9.999880e+02 5.030300 0 5e+00  9.999874e+02 0.050331 0 5e-02
1.000000e+03 0.061265  9.999899e+02 6.148720 0 1e+01  9.999892e+02 0.061536 0 1e-01
1.000000e+03 0.074528  9.999960e+02 7.480380 0 1e+01  9.999955e+02 0.074861 0 1e-01
1.000000e+03 0.090662  9.999748e+02 9.122420 0 1e+01  9.999747e+02 0.091294 0 1e-01
1.000000e+03 0.110289  9.999794e+02 11.186600 0 1e+01  9.999798e+02 0.111951 0 1e-01
1.000000e+03 0.134164  9.999745e+02 13.560820 0 2e+01  9.999748e+02 0.136938 0 2e-01
1.000000e+03 0.163208  9.999897e+02 14.699120 0 2e+01  9.999890e+02 0.158689 0 2e-01
1.000000e+03 0.198540  9.999772e+02 15.609020 0 2e+01  9.999784e+02 0.194804 0 2e-01
1.000000e+03 0.241520  1.000005e+03 16.154100 0 2e+01  1.000003e+03 0.238688 0 2e-01
1.000000e+03 0.293804  9.999706e+02 16.498360 0 2e+01  9.999754e+02 0.291572 0 5e-01
1.000000e+03 0.357407  9.999681e+02 16.724680 0 2e+01  9.999751e+02 0.356674 0 5e-01
1.000000e+03 0.434779  9.999837e+02 16.870760 0 2e+01  9.999822e+02 0.434802 0 5e-01
1.000000e+03 0.528901  1.000006e+03 16.967700 0 2e+01  1.000004e+03 0.530832 0 5e-01
1.000000e+03 0.643398  9.999881e+02 17.031400 0 2e+01  9.999864e+02 0.647520 0 1e+00
1.000000e+03 0.782682  9.999998e+02 17.074340 0 2e+01  9.999961e+02 0.789754 0 1e+00
1.000000e+03 0.952118  1.000001e+03 17.102760 0 2e+01  9.999971e+02 0.964706 0 1e+00
1.000000e+03 1.158234  9.999906e+02 17.121900 0 2e+01  9.999871e+02 1.176994 0 1e+00
1.000000e+03 1.408970  1.000004e+03 17.134780 0 2e+01  1.000002e+03 1.438956 0 2e+00
1.000000e+03 1.713985  9.999651e+02 17.139240 0 2e+01  9.999751e+02 1.670232 0 2e+00
1.000000e+03 2.085031  1.000006e+03 17.145760 0 2e+01  1.000004e+03 2.043000 0 2e+00
1.000000e+03 2.536402  9.999949e+02 17.150180 0 2e+01  9.999910e+02 2.503880 0 5e+00
1.000000e+03 3.085485  9.999855e+02 17.153400 0 2e+01  9.999841e+02 3.054500 0 5e+00
1.000000e+03 3.753435  1.000006e+03 17.155540 0 2e+01  1.000004e+03 3.734980 0 5e+00
1.000000e+03 4.565984  9.999945e+02 17.156840 0 2e+01  9.999917e+02 4.553940 0 5e+00
1.000000e+03 5.554434  9.999889e+02 17.157820 0 2e+01  9.999857e+02 5.559540 0 5e+00
1.000000e+03 6.756865  9.999960e+02 17.158100 0 2e+01  9.999930e+02 6.777220 0 1e+01
1.000000e+03 8.219600  1.000006e+03 17.158740 0 2e+01  1.000004e+03 8.266820 0 1e+01
1.000000e+03 9.998990  9.999986e+02 17.158940 0 2e+01  9.999948e+02 10.082720 0 1e+01
1.000000e+03 12.163585  9.999852e+02 17.159760 0 2e+01  9.999830e+02 12.311960 0 2e+01
1.000000e+03 14.796774  9.999587e+02 12.784480 0 2e+01  9.999750e+02 15.050980 0 2e+01
1.000000e+03 18.000000  1.000004e+03 6.302020 0 2e+01  9.999894e+02 18.321040 0 2e+01
